enst_id	ensp_id	ensembl_protein_length	ccds_id	biomart_uniprot_id	uniprot_id_with_isoform	is_matched	final_uniprot_id
ENSCAFT00000083579			CCDS35457			True	
ENSCAFT00000083580						True	
ENSCAFT00000083581	ENSCAFP00000062655	470.0	CCDS2897			True	
ENSCAFT00000083582						True	
ENSCAFT00000083583	ENSCAFP00000053839	197.0				True	
ENSCAFT00000083583	ENSCAFP00000053839	197.0	CCDS6198			True	
ENSCAFT00000083584	ENSCAFP00000046582	1309.0	CCDS34481			True	
ENSCAFT00000083584	ENSCAFP00000046582	1309.0	CCDS83104			True	
ENSCAFT00000083584	ENSCAFP00000046582	1309.0	CCDS47448			True	
ENSCAFT00000083584	ENSCAFP00000046582	1309.0	CCDS55028			True	
ENSCAFT00000083584	ENSCAFP00000046582	1309.0				True	
ENSCAFT00000083585						True	
ENSCAFT00000083586						True	
ENSCAFT00000083587	ENSCAFP00000046330	1292.0				True	
ENSCAFT00000083587	ENSCAFP00000046330	1292.0	CCDS44052			True	
ENSCAFT00000083588	ENSCAFP00000055922	1849.0				True	
ENSCAFT00000083588	ENSCAFP00000055922	1849.0	CCDS6199			True	
ENSCAFT00000083589						True	
ENSCAFT00000083590						True	
ENSCAFT00000083591						True	
ENSCAFT00000083591			CCDS3380			True	
ENSCAFT00000083591			CCDS77895			True	
ENSCAFT00000083592	ENSCAFP00000053636	678.0	CCDS8408			True	
ENSCAFT00000083592	ENSCAFP00000053636	678.0				True	
ENSCAFT00000083593						True	
ENSCAFT00000083594						True	
ENSCAFT00000083594						True	
ENSCAFT00000083594			CCDS31336			True	
ENSCAFT00000083595			CCDS44625			True	
ENSCAFT00000083595						True	
ENSCAFT00000083595			CCDS31584			True	
ENSCAFT00000083596			CCDS5427			True	
ENSCAFT00000083596						True	
ENSCAFT00000083597	ENSCAFP00000058447	409.0	CCDS7126			True	
ENSCAFT00000083597	ENSCAFP00000058447	409.0	CCDS7128			True	
ENSCAFT00000083597	ENSCAFP00000058447	409.0				True	
ENSCAFT00000083597	ENSCAFP00000058447	409.0	CCDS7125			True	
ENSCAFT00000083597	ENSCAFP00000058447	409.0	CCDS41494			True	
ENSCAFT00000083597	ENSCAFP00000058447	409.0	CCDS41493			True	
ENSCAFT00000083597	ENSCAFP00000058447	409.0	CCDS81442			True	
ENSCAFT00000083597	ENSCAFP00000058447	409.0	CCDS7127			True	
ENSCAFT00000083597	ENSCAFP00000058447	409.0	CCDS7129			True	
ENSCAFT00000083598						True	
ENSCAFT00000083599	ENSCAFP00000044795	1153.0	CCDS7637			True	
ENSCAFT00000083599	ENSCAFP00000044795	1153.0				True	
ENSCAFT00000083600	ENSCAFP00000060172	1073.0				True	
ENSCAFT00000083600	ENSCAFP00000060172	1073.0	CCDS9129			True	
ENSCAFT00000083600	ENSCAFP00000060172	1073.0	CCDS58277			True	
ENSCAFT00000083601			CCDS58228			True	
ENSCAFT00000083601			CCDS44876			True	
ENSCAFT00000083601						True	
ENSCAFT00000083601			CCDS8796			True	
ENSCAFT00000083602						True	
ENSCAFT00000083603	ENSCAFP00000050317	218.0	CCDS63141			True	
ENSCAFT00000083603	ENSCAFP00000050317	218.0	CCDS63140			True	
ENSCAFT00000083603	ENSCAFP00000050317	218.0	CCDS63142			True	
ENSCAFT00000083603	ENSCAFP00000050317	218.0	CCDS63139			True	
ENSCAFT00000083603	ENSCAFP00000050317	218.0	CCDS74662			True	
ENSCAFT00000083603	ENSCAFP00000050317	218.0				True	
ENSCAFT00000083603	ENSCAFP00000050317	218.0	CCDS2465			True	
ENSCAFT00000083604	ENSCAFP00000058438	2521.0				True	
ENSCAFT00000083604	ENSCAFP00000058438	2521.0	CCDS11175			True	
ENSCAFT00000083604	ENSCAFP00000058438	2521.0	CCDS54094			True	
ENSCAFT00000083604	ENSCAFP00000058438	2521.0	CCDS54095			True	
ENSCAFT00000083605						True	
ENSCAFT00000083606	ENSCAFP00000047355	1036.0	CCDS14080			True	
ENSCAFT00000083606	ENSCAFP00000047355	1036.0				True	
ENSCAFT00000083606	ENSCAFP00000047355	1036.0	CCDS77686			True	
ENSCAFT00000083607						True	
ENSCAFT00000083608						True	
ENSCAFT00000083609			CCDS32261			True	
ENSCAFT00000083609						True	
ENSCAFT00000083610	ENSCAFP00000064815	582.0	CCDS8358			True	
ENSCAFT00000083610	ENSCAFP00000064815	582.0	CCDS58182			True	
ENSCAFT00000083610	ENSCAFP00000064815	582.0				True	
ENSCAFT00000083610	ENSCAFP00000064815	582.0	CCDS58181			True	
ENSCAFT00000083610	ENSCAFP00000064815	582.0	CCDS41716			True	
ENSCAFT00000083610	ENSCAFP00000064815	582.0	CCDS58183			True	
ENSCAFT00000083611						True	
ENSCAFT00000083612						True	
ENSCAFT00000083613						True	
ENSCAFT00000083614			CCDS45002			True	
ENSCAFT00000083614						True	
ENSCAFT00000083615						True	
ENSCAFT00000083616	ENSCAFP00000057353	226.0	CCDS83121			True	
ENSCAFT00000083616	ENSCAFP00000057353	226.0	CCDS5127			True	
ENSCAFT00000083617	ENSCAFP00000051461	542.0	CCDS1001			True	
ENSCAFT00000083617	ENSCAFP00000051461	542.0	CCDS81377			True	
ENSCAFT00000083617	ENSCAFP00000051461	542.0				True	
ENSCAFT00000083618	ENSCAFP00000063314	229.0	CCDS47035			True	
ENSCAFT00000083618	ENSCAFP00000063314	229.0	CCDS43215			True	
ENSCAFT00000083618	ENSCAFP00000063314	229.0				True	
ENSCAFT00000083618	ENSCAFP00000063314	229.0	CCDS3428			True	
ENSCAFT00000083618	ENSCAFP00000063314	229.0	CCDS43216			True	
ENSCAFT00000083618	ENSCAFP00000063314	229.0	CCDS87210			True	
ENSCAFT00000083618	ENSCAFP00000063314	229.0	CCDS43217			True	
ENSCAFT00000083619	ENSCAFP00000044552	1102.0				True	
ENSCAFT00000083619	ENSCAFP00000044552	1102.0	CCDS53772			True	
ENSCAFT00000083619	ENSCAFP00000044552	1102.0	CCDS8718			True	
ENSCAFT00000083620						True	
ENSCAFT00000083621						True	
ENSCAFT00000083622	ENSCAFP00000048042	216.0	CCDS75258			True	
ENSCAFT00000083622	ENSCAFP00000048042	216.0	CCDS68892			True	
ENSCAFT00000083622	ENSCAFP00000048042	216.0	CCDS68891			True	
ENSCAFT00000083622	ENSCAFP00000048042	216.0				True	
ENSCAFT00000083622	ENSCAFP00000048042	216.0	CCDS4014			True	
ENSCAFT00000083623	ENSCAFP00000050510	644.0				True	
ENSCAFT00000083623	ENSCAFP00000050510	644.0	CCDS4371			True	
ENSCAFT00000083624			CCDS65039			True	
ENSCAFT00000083624			CCDS6607			True	
ENSCAFT00000083624			CCDS65047			True	
ENSCAFT00000083624			CCDS65042			True	
ENSCAFT00000083624			CCDS65044			True	
ENSCAFT00000083624			CCDS65041			True	
ENSCAFT00000083624			CCDS65040			True	
ENSCAFT00000083624			CCDS65045			True	
ENSCAFT00000083624			CCDS65048			True	
ENSCAFT00000083624			CCDS65046			True	
ENSCAFT00000083624						True	
ENSCAFT00000083624			CCDS65043			True	
ENSCAFT00000083625			CCDS32596			True	
ENSCAFT00000083625						True	
ENSCAFT00000083626						True	
ENSCAFT00000083627	ENSCAFP00000056556	395.0	CCDS32679			True	
ENSCAFT00000083627	ENSCAFP00000056556	395.0				True	
ENSCAFT00000083627	ENSCAFP00000056556	395.0	CCDS45729			True	
ENSCAFT00000083628			CCDS12827			True	
ENSCAFT00000083628			CCDS77341			True	
ENSCAFT00000083628						True	
ENSCAFT00000083629	ENSCAFP00000060752	751.0	CCDS33669			True	
ENSCAFT00000083629	ENSCAFP00000060752	751.0				True	
ENSCAFT00000083630						True	
ENSCAFT00000083631	ENSCAFP00000059506	916.0	CCDS43102			True	
ENSCAFT00000083631	ENSCAFP00000059506	916.0	CCDS54603			True	
ENSCAFT00000083631	ENSCAFP00000059506	916.0				True	
ENSCAFT00000083631	ENSCAFP00000059506	916.0	CCDS46861			True	
ENSCAFT00000083632						True	
ENSCAFT00000083633						True	
ENSCAFT00000083634						True	
ENSCAFT00000083635	ENSCAFP00000047007	603.0	CCDS59127			True	
ENSCAFT00000083635	ENSCAFP00000047007	603.0				True	
ENSCAFT00000083635	ENSCAFP00000047007	603.0	CCDS6606			True	
ENSCAFT00000083635	ENSCAFP00000047007	603.0	CCDS59128			True	
ENSCAFT00000083635	ENSCAFP00000047007	603.0	CCDS59124			True	
ENSCAFT00000083635	ENSCAFP00000047007	603.0	CCDS59125			True	
ENSCAFT00000083635	ENSCAFP00000047007	603.0	CCDS59126			True	
ENSCAFT00000083635	ENSCAFP00000047007	603.0	CCDS59123			True	
ENSCAFT00000083636						True	
ENSCAFT00000083637	ENSCAFP00000063611	1962.0	CCDS64985			True	
ENSCAFT00000083637	ENSCAFP00000063611	1962.0				True	
ENSCAFT00000083638						True	
ENSCAFT00000083639						True	
ENSCAFT00000083639			CCDS11043			True	
ENSCAFT00000083640	ENSCAFP00000061572	665.0	CCDS54441			True	
ENSCAFT00000083640	ENSCAFP00000061572	665.0	CCDS54442			True	
ENSCAFT00000083640	ENSCAFP00000061572	665.0				True	
ENSCAFT00000083640	ENSCAFP00000061572	665.0	CCDS2553			True	
ENSCAFT00000083641						True	
ENSCAFT00000083642						True	
ENSCAFT00000083643						True	
ENSCAFT00000083644						True	
ENSCAFT00000083645			CCDS2543			True	
ENSCAFT00000083645						True	
ENSCAFT00000083646	ENSCAFP00000066277	486.0	CCDS6864			True	
ENSCAFT00000083646	ENSCAFP00000066277	486.0	CCDS35141			True	
ENSCAFT00000083646	ENSCAFP00000066277	486.0	CCDS35140			True	
ENSCAFT00000083646	ENSCAFP00000066277	486.0	CCDS48020			True	
ENSCAFT00000083646	ENSCAFP00000066277	486.0				True	
ENSCAFT00000083646	ENSCAFP00000066277	486.0	CCDS35139			True	
ENSCAFT00000083647						True	
ENSCAFT00000083648						True	
ENSCAFT00000083649			CCDS43318			True	
ENSCAFT00000083649						True	
ENSCAFT00000083650			CCDS34892			True	
ENSCAFT00000083650						True	
ENSCAFT00000083650			CCDS47856			True	
ENSCAFT00000083651						True	
ENSCAFT00000083652						True	
ENSCAFT00000083653	ENSCAFP00000055704	975.0	CCDS46921			True	
ENSCAFT00000083653	ENSCAFP00000055704	975.0				True	
ENSCAFT00000083654	ENSCAFP00000055164	537.0				True	
ENSCAFT00000083654	ENSCAFP00000055164	537.0	CCDS5094			True	
ENSCAFT00000083654	ENSCAFP00000055164	537.0	CCDS5096			True	
ENSCAFT00000083654	ENSCAFP00000055164	537.0	CCDS5095			True	
ENSCAFT00000083655						True	
ENSCAFT00000083656						True	
ENSCAFT00000083657	ENSCAFP00000051872	289.0	CCDS5994			True	
ENSCAFT00000083657	ENSCAFP00000051872	289.0	CCDS5993			True	
ENSCAFT00000083657	ENSCAFP00000051872	289.0				True	
ENSCAFT00000083658						True	
ENSCAFT00000083659						True	
ENSCAFT00000083660						True	
ENSCAFT00000083661	ENSCAFP00000060163	525.0				True	
ENSCAFT00000083662	ENSCAFP00000056424	828.0	CCDS1267			True	
ENSCAFT00000083662	ENSCAFP00000056424	828.0				True	
ENSCAFT00000083662	ENSCAFP00000056424	828.0	CCDS30933			True	
ENSCAFT00000083662	ENSCAFP00000056424	828.0	CCDS55657			True	
ENSCAFT00000083662	ENSCAFP00000056424	828.0	CCDS55658			True	
ENSCAFT00000083663	ENSCAFP00000066776	876.0	CCDS43194			True	
ENSCAFT00000083663	ENSCAFP00000066776	876.0	CCDS56300			True	
ENSCAFT00000083663	ENSCAFP00000066776	876.0	CCDS56301			True	
ENSCAFT00000083663	ENSCAFP00000066776	876.0	CCDS75072			True	
ENSCAFT00000083663	ENSCAFP00000066776	876.0				True	
ENSCAFT00000083663	ENSCAFP00000066776	876.0	CCDS87192			True	
ENSCAFT00000083663	ENSCAFP00000066776	876.0	CCDS3327			True	
ENSCAFT00000083664						True	
ENSCAFT00000083665						True	
ENSCAFT00000083666	ENSCAFP00000047502	440.0	CCDS86417			True	
ENSCAFT00000083666	ENSCAFP00000047502	440.0	CCDS55938			True	
ENSCAFT00000083666	ENSCAFP00000047502	440.0	CCDS32133			True	
ENSCAFT00000083666	ENSCAFP00000047502	440.0	CCDS32136			True	
ENSCAFT00000083666	ENSCAFP00000047502	440.0	CCDS86418			True	
ENSCAFT00000083666	ENSCAFP00000047502	440.0	CCDS32135			True	
ENSCAFT00000083666	ENSCAFP00000047502	440.0	CCDS32134			True	
ENSCAFT00000083666	ENSCAFP00000047502	440.0				True	
ENSCAFT00000083667						True	
ENSCAFT00000083668			CCDS13806			True	
ENSCAFT00000083668						True	
ENSCAFT00000083668			CCDS13807			True	
ENSCAFT00000083669	ENSCAFP00000062187	457.0				True	
ENSCAFT00000083669	ENSCAFP00000062187	457.0	CCDS43230			True	
ENSCAFT00000083670			CCDS30588			True	
ENSCAFT00000083670			CCDS30589			True	
ENSCAFT00000083670						True	
ENSCAFT00000083671						True	
ENSCAFT00000083672	ENSCAFP00000056358	579.0	CCDS14362			True	
ENSCAFT00000083672	ENSCAFP00000056358	579.0				True	
ENSCAFT00000083673	ENSCAFP00000047733	292.0	CCDS5822			True	
ENSCAFT00000083673	ENSCAFP00000047733	292.0				True	
ENSCAFT00000083673	ENSCAFP00000047733	292.0	CCDS5823			True	
ENSCAFT00000083673	ENSCAFP00000047733	292.0	CCDS59081			True	
ENSCAFT00000083674			CCDS13892			True	
ENSCAFT00000083674			CCDS13891			True	
ENSCAFT00000083674			CCDS33637			True	
ENSCAFT00000083674						True	
ENSCAFT00000083675	ENSCAFP00000058096	202.0	CCDS4155			True	
ENSCAFT00000083675	ENSCAFP00000058096	202.0				True	
ENSCAFT00000083676						True	
ENSCAFT00000083677			CCDS3875			True	
ENSCAFT00000083677						True	
ENSCAFT00000083678						True	
ENSCAFT00000083679						True	
ENSCAFT00000083680	ENSCAFP00000062062	186.0				True	
ENSCAFT00000083681						True	
ENSCAFT00000083682	ENSCAFP00000054435	718.0	CCDS73019			True	
ENSCAFT00000083682	ENSCAFP00000054435	718.0	CCDS30996			True	
ENSCAFT00000083682	ENSCAFP00000054435	718.0				True	
ENSCAFT00000083682	ENSCAFP00000054435	718.0	CCDS53464			True	
ENSCAFT00000083683	ENSCAFP00000058666	1295.0	CCDS32686			True	
ENSCAFT00000083683	ENSCAFP00000058666	1295.0				True	
ENSCAFT00000083684	ENSCAFP00000048174	674.0	CCDS41904			True	
ENSCAFT00000083684	ENSCAFP00000048174	674.0	CCDS9497			True	
ENSCAFT00000083684	ENSCAFP00000048174	674.0	CCDS66575			True	
ENSCAFT00000083684	ENSCAFP00000048174	674.0				True	
ENSCAFT00000083685						True	
ENSCAFT00000083685			CCDS45198			True	
ENSCAFT00000083686			CCDS35373			True	
ENSCAFT00000083686						True	
ENSCAFT00000083687						True	
ENSCAFT00000083688	ENSCAFP00000044737	673.0				True	
ENSCAFT00000083688	ENSCAFP00000044737	673.0	CCDS6132			True	
ENSCAFT00000083689	ENSCAFP00000046996	1460.0				True	
ENSCAFT00000083690	ENSCAFP00000043518	227.0	CCDS5950			True	
ENSCAFT00000083690	ENSCAFP00000043518	227.0				True	
ENSCAFT00000083690	ENSCAFP00000043518	227.0	CCDS78295			True	
ENSCAFT00000083691						True	
ENSCAFT00000083692	ENSCAFP00000066347	519.0				True	
ENSCAFT00000083692	ENSCAFP00000066347	519.0	CCDS41361			True	
ENSCAFT00000083692	ENSCAFP00000066347	519.0	CCDS786			True	
ENSCAFT00000083693	ENSCAFP00000045208	630.0	CCDS7125			True	
ENSCAFT00000083693	ENSCAFP00000045208	630.0	CCDS7127			True	
ENSCAFT00000083693	ENSCAFP00000045208	630.0	CCDS7126			True	
ENSCAFT00000083693	ENSCAFP00000045208	630.0	CCDS7128			True	
ENSCAFT00000083693	ENSCAFP00000045208	630.0	CCDS81442			True	
ENSCAFT00000083693	ENSCAFP00000045208	630.0				True	
ENSCAFT00000083693	ENSCAFP00000045208	630.0	CCDS41494			True	
ENSCAFT00000083693	ENSCAFP00000045208	630.0	CCDS41493			True	
ENSCAFT00000083693	ENSCAFP00000045208	630.0	CCDS7129			True	
ENSCAFT00000083694						True	
ENSCAFT00000083695	ENSCAFP00000055318	3125.0	CCDS31960			True	
ENSCAFT00000083695	ENSCAFP00000055318	3125.0				True	
ENSCAFT00000083696			CCDS42238			True	
ENSCAFT00000083696			CCDS11046			True	
ENSCAFT00000083696						True	
ENSCAFT00000083697						True	
ENSCAFT00000083698			CCDS6117			True	
ENSCAFT00000083698						True	
ENSCAFT00000083699	ENSCAFP00000046590	295.0	CCDS72794			True	
ENSCAFT00000083699	ENSCAFP00000046590	295.0				True	
ENSCAFT00000083699	ENSCAFP00000046590	295.0	CCDS571			True	
ENSCAFT00000083699	ENSCAFP00000046590	295.0	CCDS55600			True	
ENSCAFT00000083700						True	
ENSCAFT00000083701						True	
ENSCAFT00000083701			CCDS14190			True	
ENSCAFT00000083702	ENSCAFP00000065979	1058.0	CCDS43105			True	
ENSCAFT00000083702	ENSCAFP00000065979	1058.0				True	
ENSCAFT00000083702	ENSCAFP00000065979	1058.0	CCDS87105			True	
ENSCAFT00000083703						True	
ENSCAFT00000083704						True	
ENSCAFT00000083705			CCDS5496			True	
ENSCAFT00000083705			CCDS5495			True	
ENSCAFT00000083705			CCDS5498			True	
ENSCAFT00000083705			CCDS47581			True	
ENSCAFT00000083705						True	
ENSCAFT00000083705			CCDS5497			True	
ENSCAFT00000083706						True	
ENSCAFT00000083707						True	
ENSCAFT00000083708						True	
ENSCAFT00000083709						True	
ENSCAFT00000083709			CCDS45016			True	
ENSCAFT00000083710			CCDS4917			True	
ENSCAFT00000083711						True	
ENSCAFT00000083711			CCDS4948			True	
ENSCAFT00000083712	ENSCAFP00000063066	1101.0				True	
ENSCAFT00000083713	ENSCAFP00000058535	279.0	CCDS5762			True	
ENSCAFT00000083713	ENSCAFP00000058535	279.0	CCDS59076			True	
ENSCAFT00000083713	ENSCAFP00000058535	279.0	CCDS34738			True	
ENSCAFT00000083713	ENSCAFP00000058535	279.0				True	
ENSCAFT00000083714						True	
ENSCAFT00000083715	ENSCAFP00000060418	976.0	CCDS3925			True	
ENSCAFT00000083715	ENSCAFP00000060418	976.0	CCDS3924			True	
ENSCAFT00000083715	ENSCAFP00000060418	976.0	CCDS56363			True	
ENSCAFT00000083715	ENSCAFP00000060418	976.0	CCDS47199			True	
ENSCAFT00000083715	ENSCAFP00000060418	976.0				True	
ENSCAFT00000083716						True	
ENSCAFT00000083717	ENSCAFP00000052242	216.0				True	
ENSCAFT00000083717	ENSCAFP00000052242	216.0	CCDS10291			True	
ENSCAFT00000083717	ENSCAFP00000052242	216.0	CCDS61719			True	
ENSCAFT00000083718						True	
ENSCAFT00000083719						True	
ENSCAFT00000083720						True	
ENSCAFT00000083720			CCDS43784			True	
ENSCAFT00000083720			CCDS6451			True	
ENSCAFT00000083721	ENSCAFP00000044339	322.0	CCDS33267			True	
ENSCAFT00000083721	ENSCAFP00000044339	322.0				True	
ENSCAFT00000083722						True	
ENSCAFT00000083722			CCDS11226			True	
ENSCAFT00000083723						True	
ENSCAFT00000083723			CCDS9278			True	
ENSCAFT00000083724						True	
ENSCAFT00000083725	ENSCAFP00000046562	147.0	CCDS45334			True	
ENSCAFT00000083725	ENSCAFP00000046562	147.0				True	
ENSCAFT00000083725	ENSCAFP00000046562	147.0	CCDS45336			True	
ENSCAFT00000083726						True	
ENSCAFT00000083727			CCDS53862			True	
ENSCAFT00000083727			CCDS9342			True	
ENSCAFT00000083728						True	
ENSCAFT00000083729	ENSCAFP00000064052	515.0				True	
ENSCAFT00000083729	ENSCAFP00000064052	515.0	CCDS87097			True	
ENSCAFT00000083729	ENSCAFP00000064052	515.0	CCDS74954			True	
ENSCAFT00000083729	ENSCAFP00000064052	515.0	CCDS87098			True	
ENSCAFT00000083729	ENSCAFP00000064052	515.0	CCDS74952			True	
ENSCAFT00000083729	ENSCAFP00000064052	515.0	CCDS74955			True	
ENSCAFT00000083729	ENSCAFP00000064052	515.0	CCDS2889			True	
ENSCAFT00000083730	ENSCAFP00000061803	239.0				True	
ENSCAFT00000083731			CCDS55772			True	
ENSCAFT00000083731			CCDS55773			True	
ENSCAFT00000083731						True	
ENSCAFT00000083731			CCDS8147			True	
ENSCAFT00000083732						True	
ENSCAFT00000083733			CCDS33251			True	
ENSCAFT00000083733			CCDS82484			True	
ENSCAFT00000083733						True	
ENSCAFT00000083734	ENSCAFP00000056986	268.0	CCDS11982			True	
ENSCAFT00000083734	ENSCAFP00000056986	268.0				True	
ENSCAFT00000083735			CCDS55880			True	
ENSCAFT00000083735			CCDS9106			True	
ENSCAFT00000083735			CCDS9108			True	
ENSCAFT00000083735						True	
ENSCAFT00000083736						True	
ENSCAFT00000083737						True	
ENSCAFT00000083738						True	
ENSCAFT00000083739						True	
ENSCAFT00000083739			CCDS1250			True	
ENSCAFT00000083740						True	
ENSCAFT00000083741	ENSCAFP00000054715	1566.0				True	
ENSCAFT00000083741	ENSCAFP00000054715	1566.0	CCDS32303			True	
ENSCAFT00000083742						True	
ENSCAFT00000083743						True	
ENSCAFT00000083744	ENSCAFP00000060274	480.0	CCDS10964			True	
ENSCAFT00000083744	ENSCAFP00000060274	480.0				True	
ENSCAFT00000083745						True	
ENSCAFT00000083746						True	
ENSCAFT00000083747						True	
ENSCAFT00000083748	ENSCAFP00000044011	500.0				True	
ENSCAFT00000083748	ENSCAFP00000044011	500.0	CCDS9862			True	
ENSCAFT00000083748	ENSCAFP00000044011	500.0	CCDS53905			True	
ENSCAFT00000083749	ENSCAFP00000050107	124.0	CCDS76548			True	
ENSCAFT00000083749	ENSCAFP00000050107	124.0				True	
ENSCAFT00000083749	ENSCAFP00000050107	124.0				True	
ENSCAFT00000083749	ENSCAFP00000050107	124.0	CCDS41769			True	
ENSCAFT00000083749	ENSCAFP00000050107	124.0	CCDS31772			True	
ENSCAFT00000083750			CCDS47430			True	
ENSCAFT00000083750						True	
ENSCAFT00000083751	ENSCAFP00000064664	495.0	CCDS2908			True	
ENSCAFT00000083751	ENSCAFP00000064664	495.0				True	
ENSCAFT00000083751	ENSCAFP00000064664	495.0	CCDS63684			True	
ENSCAFT00000083752	ENSCAFP00000062330	895.0	CCDS6806			True	
ENSCAFT00000083752	ENSCAFP00000062330	895.0				True	
ENSCAFT00000083752	ENSCAFP00000062330	895.0	CCDS43870			True	
ENSCAFT00000083753						True	
ENSCAFT00000083753			CCDS1685			True	
ENSCAFT00000083754						True	
ENSCAFT00000083755	ENSCAFP00000049699	69.0	CCDS47317			True	
ENSCAFT00000083755	ENSCAFP00000049699	69.0				True	
ENSCAFT00000083756						True	
ENSCAFT00000083757						True	
ENSCAFT00000083758	ENSCAFP00000066785	1008.0				True	
ENSCAFT00000083759	ENSCAFP00000052691	253.0	CCDS3883			True	
ENSCAFT00000083759	ENSCAFP00000052691	253.0				True	
ENSCAFT00000083760						True	
ENSCAFT00000083760			CCDS7017			True	
ENSCAFT00000083761						True	
ENSCAFT00000083762						True	
ENSCAFT00000083763	ENSCAFP00000065660	127.0				True	
ENSCAFT00000083763	ENSCAFP00000065660	127.0	CCDS10848			True	
ENSCAFT00000083764	ENSCAFP00000043688	91.0	CCDS14786			True	
ENSCAFT00000083765	ENSCAFP00000053324	157.0	CCDS66533			True	
ENSCAFT00000083765	ENSCAFP00000053324	157.0	CCDS9366			True	
ENSCAFT00000083765	ENSCAFP00000053324	157.0				True	
ENSCAFT00000083766	ENSCAFP00000065628	477.0	CCDS5813			True	
ENSCAFT00000083766	ENSCAFP00000065628	477.0				True	
ENSCAFT00000083766	ENSCAFP00000065628	477.0	CCDS78273			True	
ENSCAFT00000083767						True	
ENSCAFT00000083768	ENSCAFP00000063298	497.0	CCDS42130			True	
ENSCAFT00000083769			CCDS9694			True	
ENSCAFT00000083769						True	
ENSCAFT00000083770			CCDS63454			True	
ENSCAFT00000083770			CCDS46687			True	
ENSCAFT00000083770						True	
ENSCAFT00000083770			CCDS63455			True	
ENSCAFT00000083770			CCDS74847			True	
ENSCAFT00000083770			CCDS63453			True	
ENSCAFT00000083771						True	
ENSCAFT00000083772						True	
ENSCAFT00000083773	ENSCAFP00000051498	1236.0				True	
ENSCAFT00000083773	ENSCAFP00000051498	1236.0	CCDS42259			True	
ENSCAFT00000083774						True	
ENSCAFT00000083775						True	
ENSCAFT00000083776						True	
ENSCAFT00000083777	ENSCAFP00000056277	705.0	CCDS81515			True	
ENSCAFT00000083777	ENSCAFP00000056277	705.0	CCDS44486			True	
ENSCAFT00000083777	ENSCAFP00000056277	705.0				True	
ENSCAFT00000083777	ENSCAFP00000056277	705.0	CCDS44487			True	
ENSCAFT00000083777	ENSCAFP00000056277	705.0	CCDS73210			True	
ENSCAFT00000083777	ENSCAFP00000056277	705.0	CCDS53584			True	
ENSCAFT00000083777	ENSCAFP00000056277	705.0	CCDS31298			True	
ENSCAFT00000083777	ENSCAFP00000056277	705.0	CCDS7620			True	
ENSCAFT00000083777	ENSCAFP00000056277	705.0	CCDS44488			True	
ENSCAFT00000083777	ENSCAFP00000056277	705.0	CCDS44489			True	
ENSCAFT00000083777	ENSCAFP00000056277	705.0	CCDS81514			True	
ENSCAFT00000083777	ENSCAFP00000056277	705.0	CCDS44485			True	
ENSCAFT00000083778						True	
ENSCAFT00000083779						True	
ENSCAFT00000083780	ENSCAFP00000047083	617.0	CCDS33255			True	
ENSCAFT00000083780	ENSCAFP00000047083	617.0	CCDS33254			True	
ENSCAFT00000083780	ENSCAFP00000047083	617.0				True	
ENSCAFT00000083781	ENSCAFP00000061275	867.0	CCDS6333			True	
ENSCAFT00000083781	ENSCAFP00000061275	867.0				True	
ENSCAFT00000083782	ENSCAFP00000045350	75.0				True	
ENSCAFT00000083783	ENSCAFP00000050303	402.0	CCDS86221			True	
ENSCAFT00000083783	ENSCAFP00000050303	402.0	CCDS76444			True	
ENSCAFT00000083783	ENSCAFP00000050303	402.0				True	
ENSCAFT00000083783	ENSCAFP00000050303	402.0	CCDS31623			True	
ENSCAFT00000083783	ENSCAFP00000050303	402.0	CCDS44660			True	
ENSCAFT00000083784						True	
ENSCAFT00000083785			CCDS55752			True	
ENSCAFT00000083785						True	
ENSCAFT00000083785			CCDS55753			True	
ENSCAFT00000083785			CCDS7894			True	
ENSCAFT00000083786						True	
ENSCAFT00000083787						True	
ENSCAFT00000083787			CCDS5437			True	
ENSCAFT00000083787			CCDS55099			True	
ENSCAFT00000083787			CCDS55100			True	
ENSCAFT00000083788	ENSCAFP00000061418	1097.0				True	
ENSCAFT00000083788	ENSCAFP00000061418	1097.0	CCDS11780			True	
ENSCAFT00000083788	ENSCAFP00000061418	1097.0	CCDS42397			True	
ENSCAFT00000083789						True	
ENSCAFT00000083790	ENSCAFP00000052078	738.0	CCDS58771			True	
ENSCAFT00000083790	ENSCAFP00000052078	738.0				True	
ENSCAFT00000083790	ENSCAFP00000052078	738.0	CCDS13272			True	
ENSCAFT00000083790	ENSCAFP00000052078	738.0	CCDS13271			True	
ENSCAFT00000083790	ENSCAFP00000052078	738.0	CCDS58770			True	
ENSCAFT00000083791			CCDS47499			True	
ENSCAFT00000083791			CCDS5211			True	
ENSCAFT00000083791						True	
ENSCAFT00000083792						True	
ENSCAFT00000083793						True	
ENSCAFT00000083794						True	
ENSCAFT00000083795	ENSCAFP00000043748	483.0	CCDS58739			True	
ENSCAFT00000083795	ENSCAFP00000043748	483.0	CCDS58737			True	
ENSCAFT00000083795	ENSCAFP00000043748	483.0				True	
ENSCAFT00000083795	ENSCAFP00000043748	483.0	CCDS58738			True	
ENSCAFT00000083795	ENSCAFP00000043748	483.0	CCDS2262			True	
ENSCAFT00000083796	ENSCAFP00000053066	824.0				True	
ENSCAFT00000083796	ENSCAFP00000053066	824.0	CCDS77180			True	
